                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     81,                0.72355,                 6.3775,                0.34808,                0.62664,                0.97874,                0.84834,                0.94545,                0.87611,                0.71142,                0.64799,                0.65455,                0.57876,                0.27741,                 0.7787,                 8.1009,                0.08849,                0.53495,                0.98432,               0.000416,               0.000416,               0.000416
                     82,                 0.7218,                 6.1091,                 0.3102,                0.62394,                0.99545,                0.84535,                0.94545,                0.87346,                0.72411,                0.61346,                    0.6,                0.54676,                0.27728,                0.73382,                 8.1596,                0.08961,                  0.527,                0.97474,              0.0003962,              0.0003962,              0.0003962
                     83,                0.72873,                  6.346,                0.34676,                0.63159,                0.99403,                0.84018,                0.95591,                0.87819,                0.72556,                0.58003,                0.63636,                0.53009,                0.26899,                0.75804,                 8.1654,                0.08911,                0.53018,                0.96899,              0.0003764,              0.0003764,              0.0003764
                     84,                0.72496,                 5.9598,                0.35142,                0.61735,                0.99684,                0.82707,                0.92727,                0.85722,                0.68719,                0.68004,                0.65699,                0.56173,                 0.2677,                0.77574,                 8.1424,                0.08759,                 0.5571,                0.98378,              0.0003566,              0.0003566,              0.0003566
                     85,                  0.691,                 6.2465,                0.32114,                 0.5959,                0.97916,                0.79352,                 0.9783,                  0.862,                0.70081,                 0.6052,                0.63636,                0.52105,                0.25196,                0.78868,                 8.1102,                0.07968,                0.56917,                0.98943,              0.0003368,              0.0003368,              0.0003368
                     86,                 0.7047,                 6.4047,                0.32126,                 0.6131,                0.97021,                0.77978,                0.98182,                0.86119,                 0.6831,                0.62932,                0.58182,                0.53449,                0.24602,                0.82871,                 8.1177,                0.07018,                0.57683,                 1.0215,               0.000317,               0.000317,               0.000317
                     87,                  0.709,                  6.145,                0.33393,                0.61618,                0.97226,                0.78206,                0.97869,                0.86963,                0.67929,                0.57585,                0.61818,                0.50431,                0.23062,                0.83022,                 8.1254,                 0.0737,                0.56208,                 1.0096,              0.0002972,              0.0002972,              0.0002972
                     88,                0.70472,                 6.2032,                 0.3344,                0.60636,                0.98535,                0.78322,                0.94545,                0.86829,                0.69873,                0.61317,                0.63636,                0.53336,                0.24732,                0.80678,                 8.1268,                0.07775,                0.55937,                0.98665,              0.0002774,              0.0002774,              0.0002774
                     89,                0.70462,                 6.0484,                0.34876,                 0.6106,                0.99653,                0.82386,                0.90909,                0.86035,                0.69575,                0.60277,                0.56364,                0.52234,                0.26289,                0.79434,                 8.1796,                0.07952,                 0.5801,                0.98558,              0.0002576,              0.0002576,              0.0002576
                     90,                0.68674,                 6.0634,                0.30762,                0.58801,                0.96226,                0.79376,                0.97968,                0.84687,                0.69182,                0.61178,                0.58182,                0.54131,                0.26963,                0.80541,                 8.2313,                0.07963,                0.55822,                0.99565,              0.0002378,              0.0002378,              0.0002378
                     91,                0.57883,                 6.7972,                0.11494,                0.49336,                0.88505,                0.78143,                0.98182,                0.83643,                0.68325,                0.60689,                    0.6,                0.57112,                 0.2742,                0.77334,                 8.1889,                 0.0755,                 0.5592,                0.98461,               0.000218,               0.000218,               0.000218
                     92,                0.57197,                  6.602,                0.10741,                0.48663,                 0.8951,                0.79975,                0.94545,                0.84713,                0.69735,                0.63252,                0.67273,                0.59245,                0.27188,                 0.7662,                 8.0872,                0.06491,                0.54209,                0.97835,              0.0001982,              0.0001982,              0.0001982
